location,Year,Lifeexpectancy,Alcohol,percentageexpenditure,Measles,BMI,HIV/AIDS,Schooling,incomeGroup
SaintLucia,2012,74.7,9.99,0.0,0,45.2,0.1,13.0,Upper middle income
SaintLucia,2011,74.6,10.43,0.0,0,44.5,0.1,12.9,Upper middle income
SaintLucia,2010,74.2,10.87,0.0,0,43.8,0.1,12.8,Upper middle income
SaintLucia,2009,74.3,11.09,0.0,0,43.0,0.1,12.7,Upper middle income
SaintLucia,2008,74.1,12.09,0.0,0,42.2,0.1,12.6,Upper middle income
SaintLucia,2007,73.9,12.68,0.0,0,41.3,0.1,12.8,Upper middle income
SaintLucia,2006,73.5,13.45,0.0,0,4.4,0.1,12.4,Upper middle income
SaintLucia,2005,73.1,12.32,0.0,0,39.6,0.2,12.2,Upper middle income
SaintLucia,2004,72.6,11.93,0.0,0,39.0,0.2,12.3,Upper middle income
SaintLucia,2003,72.2,12.55,0.0,0,38.4,0.2,12.4,Upper middle income
SaintLucia,2002,72.0,11.85,0.0,0,37.9,0.1,12.5,Upper middle income
SaintLucia,2001,71.8,12.03,0.0,0,37.3,0.3,12.6,Upper middle income
SaintLucia,2000,71.6,11.69,0.0,0,36.8,0.4,12.8,Upper middle income
SaintVincentandtheGrenadines,2014,73.1,7.01,0.0,0,53.1,0.1,13.3,Upper middle income
SaintVincentandtheGrenadines,2013,72.7,7.07,0.0,0,52.2,0.1,13.3,Upper middle income
SaintVincentandtheGrenadines,2012,72.8,6.93,0.0,0,51.2,0.1,13.3,Upper middle income
SaintVincentandtheGrenadines,2011,72.7,7.02,0.0,0,5.3,0.1,13.3,Upper middle income
SaintVincentandtheGrenadines,2010,72.5,7.0,0.0,0,49.3,0.1,13.3,Upper middle income
SaintVincentandtheGrenadines,2009,72.3,6.85,0.0,0,48.4,0.2,13.3,Upper middle income
SaintVincentandtheGrenadines,2008,72.1,6.92,0.0,0,47.5,0.3,13.3,Upper middle income
SaintVincentandtheGrenadines,2007,71.9,5.89,0.0,0,46.6,0.3,13.3,Upper middle income
SaintVincentandtheGrenadines,2006,71.7,5.93,0.0,0,45.7,0.3,13.3,Upper middle income
SaintVincentandtheGrenadines,2005,71.4,6.04,0.0,0,44.7,0.2,13.3,Upper middle income
SaintVincentandtheGrenadines,2004,71.2,5.42,0.0,0,43.8,0.4,13.2,Upper middle income
SaintVincentandtheGrenadines,2003,71.0,5.1,0.0,0,42.9,0.4,13.0,Upper middle income
SaintVincentandtheGrenadines,2002,79.0,4.94,0.0,0,42.0,0.4,12.9,Upper middle income
SaintVincentandtheGrenadines,2001,79.0,4.73,0.0,0,41.0,0.7,12.8,Upper middle income
SaintVincentandtheGrenadines,2000,79.0,4.8,0.0,0,4.1,0.7,12.7,Upper middle income
Samoa,2014,73.8,0.01,660.2777923,0,74.3,0.1,12.9,Upper middle income
Samoa,2013,73.6,0.01,698.3522786,0,73.8,0.1,12.9,Upper middle income
Samoa,2012,73.2,0.01,492.0552263,1,73.4,0.1,12.9,Upper middle income
Samoa,2011,73.0,2.15,558.7206486,0,72.9,0.1,12.9,Upper middle income
Samoa,2010,72.6,3.01,434.7940679,8,72.5,0.1,12.9,Upper middle income
Samoa,2009,76.0,2.88,42.12368374,0,72.0,0.1,12.9,Upper middle income
Samoa,2008,72.5,3.97,47.35260547,0,71.4,0.1,12.9,Upper middle income
Samoa,2007,72.2,3.85,47.73638191,0,7.9,0.1,12.9,Upper middle income
Samoa,2006,72.0,3.52,40.22855669,0,7.3,0.1,12.7,Upper middle income
Samoa,2005,71.6,3.63,287.4671305,0,69.7,0.1,12.6,Upper middle income
Samoa,2004,71.4,3.62,310.6117683,0,68.9,0.1,12.4,Upper middle income
Samoa,2003,79.0,4.17,24.99717134,0,68.2,0.1,12.3,Upper middle income
Samoa,2002,76.0,3.3,208.1688437,0,67.4,0.1,12.1,Upper middle income
Samoa,2001,75.0,3.43,199.4118322,0,66.5,0.1,12.0,Upper middle income
Samoa,2000,72.0,3.0,21.2543002,0,65.6,0.1,12.1,Upper middle income
SaoTomeandPrincipe,2014,67.3,0.01,225.7307751,0,3.1,0.2,11.1,Lower middle income
SaoTomeandPrincipe,2013,67.1,0.01,200.6600988,0,29.3,0.2,11.0,Lower middle income
SaoTomeandPrincipe,2012,66.9,0.01,8.198047581,0,28.5,0.5,10.8,Lower middle income
SaoTomeandPrincipe,2011,66.6,5.69,7.495401346,0,27.7,0.5,10.6,Lower middle income
SaoTomeandPrincipe,2010,66.2,5.58,63.04032682,0,26.9,0.5,10.6,Lower middle income
SaoTomeandPrincipe,2009,65.8,4.13,11.13608747,0,26.2,0.9,10.1,Lower middle income
SaoTomeandPrincipe,2008,65.4,4.36,62.8565863,0,25.4,0.9,10.4,Lower middle income
SaoTomeandPrincipe,2007,65.1,4.14,49.93698173,0,24.7,1.2,10.3,Lower middle income
SaoTomeandPrincipe,2006,64.7,5.46,47.08931143,0,24.0,1.2,10.2,Lower middle income
SaoTomeandPrincipe,2005,64.3,5.27,10.8139134,0,23.4,1.6,10.0,Lower middle income
SaoTomeandPrincipe,2004,63.8,5.78,9.013493879,0,22.8,1.6,9.8,Lower middle income
SaoTomeandPrincipe,2003,63.4,6.54,86.42744056,0,22.2,1.6,9.7,Lower middle income
SaoTomeandPrincipe,2002,63.1,5.8,50.80181435,0,21.7,1.4,9.6,Lower middle income
SaoTomeandPrincipe,2001,62.8,5.02,3.841228575,0,21.1,1.5,9.4,Lower middle income
SaoTomeandPrincipe,2000,62.6,5.07,0.0,0,2.7,1.5,9.3,Lower middle income
SaudiArabia,2014,74.4,0.09,2017.643131,154,67.3,0.1,15.8,High income
SaudiArabia,2013,74.3,0.09,2047.113102,1164,66.4,0.1,15.2,High income
SaudiArabia,2012,74.1,0.09,196.3808305,294,65.6,0.1,14.5,High income
SaudiArabia,2011,73.9,0.09,173.5755595,362,64.7,0.1,13.9,High income
SaudiArabia,2010,73.7,0.09,1197.946328,334,63.9,0.1,13.3,High income
SaudiArabia,2009,73.4,0.09,117.9227998,82,63.1,0.1,13.0,High income
SaudiArabia,2008,73.3,0.09,15.50666857,158,62.4,0.1,12.8,High income
SaudiArabia,2007,73.2,0.1,1307.8900199999996,4648,61.6,0.1,12.7,High income
SaudiArabia,2006,73.2,0.08,1395.454965,807,6.9,0.1,12.5,High income
SaudiArabia,2005,73.1,0.05,1117.048134,373,6.2,0.1,12.4,High income
SaudiArabia,2004,73.1,0.06,816.4795082,1880,59.4,0.1,12.3,High income
SaudiArabia,2003,73.0,0.05,832.3688708,1208,58.5,0.1,12.2,High income
SaudiArabia,2002,72.9,0.05,688.0972667000002,311,57.7,0.1,12.1,High income
SaudiArabia,2001,72.8,0.05,710.4952397000002,155,56.9,0.1,12.0,High income
SaudiArabia,2000,72.6,0.05,782.1799815,0,56.2,0.1,11.8,High income
Senegal,2014,66.4,0.26,12.80528533,32,23.8,0.3,9.1,Lower middle income
Senegal,2013,66.0,0.26,11.8385319,17,23.2,0.3,8.7,Lower middle income
Senegal,2012,65.6,0.28,10.20659464,46,22.7,0.4,8.3,Lower middle income
Senegal,2011,64.9,0.32,1.4310516640000002,18,22.2,0.4,7.9,Lower middle income
Senegal,2010,64.3,0.28,1.020071763,428,21.7,0.4,7.7,Lower middle income
Senegal,2009,63.5,0.3,1.177477677,999,21.2,0.5,7.5,Lower middle income
Senegal,2008,62.8,0.28,1.08833088,6,2.8,0.6,7.1,Lower middle income
Senegal,2007,62.1,0.32,8.309152927000001,11,2.3,0.7,6.8,Lower middle income
Senegal,2006,61.3,0.34,10.43022617,3,19.9,0.7,6.6,Lower middle income
Senegal,2005,65.0,0.33,96.03725103,0,19.5,0.7,6.4,Lower middle income
Senegal,2004,59.7,0.35,66.02236299,31,19.1,0.7,6.2,Lower middle income
Senegal,2003,59.0,0.33,62.21977893,1519,18.7,0.7,5.9,Lower middle income
Senegal,2002,58.4,0.36,49.73511396,18184,18.3,0.7,5.7,Lower middle income
Senegal,2001,57.9,0.34,6.064221202000001,24789,17.9,0.6,5.4,Lower middle income
Senegal,2000,57.5,0.29,5.397368532000001,5839,17.5,0.5,5.2,Lower middle income
Serbia,2014,75.4,9.09,8.617208431,37,59.4,0.1,14.3,Upper middle income
Serbia,2013,75.3,9.16,880.6403367,1,58.9,0.1,14.1,Upper middle income
Serbia,2012,74.9,9.38,742.5109709,0,58.3,0.1,14.0,Upper middle income
Serbia,2011,74.6,9.56,915.3190791,370,57.7,0.1,13.5,Upper middle income
Serbia,2010,74.4,9.65,774.4396617000001,20,57.0,0.1,13.6,Upper middle income
Serbia,2009,74.1,9.85,820.8109097999999,1,56.4,0.1,13.6,Upper middle income
Serbia,2008,74.0,9.54,96.33237912,2,55.8,0.1,13.5,Upper middle income
Serbia,2007,73.8,9.3,772.8700352999998,201,55.1,0.1,13.5,Upper middle income
Serbia,2006,73.6,8.58,541.8243468,2,54.5,0.1,13.4,Upper middle income
Serbia,2005,73.0,9.6,503.1115947,2,53.9,0.1,13.2,Upper middle income
Serbia,2004,73.0,7.42,462.7076756,11,53.3,0.1,13.1,Upper middle income
Serbia,2003,73.0,7.25,389.7515212,15,52.8,0.1,13.0,Upper middle income
Serbia,2002,72.9,6.95,292.6142378,63,52.2,0.1,13.2,Upper middle income
Serbia,2001,73.1,7.53,222.5065705,35,51.7,0.1,13.1,Upper middle income
Serbia,2000,72.6,7.38,11.85928108,38,51.2,0.1,13.0,Upper middle income
Seychelles,2014,73.0,0.01,151.1045552,0,36.2,0.1,13.2,High income
Seychelles,2013,72.9,0.01,1521.672751,0,35.5,0.1,13.5,High income
Seychelles,2012,72.7,0.01,177.2633961,0,34.8,0.1,13.5,High income
Seychelles,2011,72.6,9.72,1121.475547,0,34.2,0.1,13.3,High income
Seychelles,2010,72.4,6.51,16.49232317,0,33.5,0.1,13.2,High income
Seychelles,2009,72.3,4.94,75.22565820000001,0,32.4,0.1,13.2,High income
Seychelles,2008,72.2,6.33,701.8526364,0,31.8,0.1,13.2,High income
Seychelles,2007,72.2,8.12,916.4741775,1,31.2,0.1,13.1,High income
Seychelles,2006,72.2,8.12,102.373909,10,3.7,0.1,13.1,High income
Seychelles,2005,72.2,7.82,21.4653132,0,3.1,0.1,12.1,High income
Seychelles,2004,72.1,7.91,12.94324581,0,29.2,0.1,12.3,High income
Seychelles,2003,72.1,7.41,843.1186662,0,28.7,0.1,12.1,High income
Seychelles,2002,72.1,11.15,562.3601848,0,28.1,0.1,12.1,High income
Seychelles,2001,72.0,6.72,643.7035752,0,27.6,0.1,12.2,High income
Seychelles,2000,71.8,8.24,601.7608115,0,27.1,0.1,12.3,High income
SierraLeone,2014,48.1,0.01,1.4432863530000002,1006,23.8,0.6,9.5,Low income
SierraLeone,2013,54.0,0.01,1.321464076,15,23.3,0.8,9.3,Low income
SierraLeone,2012,49.7,0.01,54.56033696,678,22.7,0.9,9.1,Low income
SierraLeone,2011,48.9,3.78,54.665917500000006,1865,22.2,1.3,8.9,Low income
SierraLeone,2010,48.1,3.84,5.347717533,1089,21.7,1.6,8.7,Low income
SierraLeone,2009,47.1,3.97,49.837126700000006,31,21.2,1.7,8.5,Low income
SierraLeone,2008,46.2,3.91,5.379606465,44,2.7,1.9,8.3,Low income
SierraLeone,2007,45.3,3.86,45.57108889,0,2.2,2.2,8.2,Low income
SierraLeone,2006,44.3,3.8,38.00075788,33,19.7,2.2,8.0,Low income
SierraLeone,2005,43.3,3.83,42.08892911,29,19.2,2.2,7.8,Low income
SierraLeone,2004,42.3,3.99,38.52454761,7,18.8,2.1,7.6,Low income
SierraLeone,2003,41.5,4.07,38.61473209,586,18.4,1.9,7.4,Low income
SierraLeone,2002,48.0,4.06,36.59114895,568,17.9,1.7,7.2,Low income
SierraLeone,2001,41.0,4.21,33.34691455,649,17.5,1.5,7.0,Low income
SierraLeone,2000,39.0,3.97,20.39568283,3575,17.2,1.2,6.7,Low income
Singapore,2015,83.1,1.79,0.0,0,33.2,0.1,15.4,High income
Singapore,2014,82.9,1.83,7971.646361,0,32.9,0.1,15.4,High income
Singapore,2013,82.7,1.83,714.3441018999998,138,32.7,0.1,15.4,High income
Singapore,2012,82.5,1.89,6041.858981,42,32.4,0.1,15.4,High income
Singapore,2011,82.2,1.8,638.0001097,148,32.1,0.1,15.2,High income
Singapore,2010,82.0,1.84,4540.543752000001,50,31.8,0.1,14.5,High income
Singapore,2009,81.7,1.73,462.9306986,16,31.5,0.1,14.4,High income
Singapore,2008,81.4,1.7,3404.13099,18,31.2,0.1,14.2,High income
Singapore,2007,81.1,1.6,3082.973535,15,3.9,0.1,14.1,High income
Singapore,2006,87.0,1.55,2639.376955,23,3.5,0.1,13.9,High income
Singapore,2005,82.0,1.49,2356.731479,33,3.2,0.1,12.6,High income
Singapore,2004,79.7,1.45,204.2481892,96,29.9,0.1,12.7,High income
Singapore,2003,79.3,1.43,2263.068326,33,29.6,0.1,12.7,High income
Singapore,2002,79.0,2.16,142.09898180000005,211,29.2,0.1,12.6,High income
Singapore,2001,78.7,2.08,1003.366877,408,28.9,0.1,12.7,High income
Singapore,2000,78.3,2.03,1855.828806,141,28.5,0.1,12.5,High income
Slovakia,2014,76.4,10.6,0.0,0,58.4,0.1,15.1,High income
Slovakia,2013,76.1,9.89,0.0,0,57.8,0.1,15.0,High income
Slovakia,2012,75.8,10.12,0.0,0,57.2,0.1,15.0,High income
Slovakia,2011,75.6,10.24,0.0,0,56.5,0.1,15.0,High income
Slovakia,2010,75.1,10.13,0.0,0,55.9,0.1,15.0,High income
Slovakia,2009,75.0,10.63,0.0,0,55.3,0.1,14.9,High income
Slovakia,2008,74.7,11.37,0.0,0,54.8,0.1,14.8,High income
Slovakia,2007,74.4,10.58,0.0,0,54.2,0.1,14.5,High income
Slovakia,2006,74.3,10.28,0.0,0,53.7,0.1,14.3,High income
Slovakia,2005,74.0,10.81,0.0,0,53.1,0.1,14.0,High income
Slovakia,2004,74.1,10.03,0.0,2,52.6,0.1,13.8,High income
Slovakia,2003,73.8,9.85,0.0,1,52.1,0.1,13.6,High income
Slovakia,2002,73.7,10.78,0.0,0,51.6,0.1,13.3,High income
Slovakia,2001,73.3,10.73,0.0,0,51.1,0.1,13.3,High income
Slovakia,2000,73.0,11.06,0.0,0,5.7,0.1,13.0,High income
Slovenia,2014,87.0,10.46,31.13492794,52,59.5,0.1,17.6,High income
Slovenia,2013,85.0,9.53,259.7786785,1,58.9,0.1,16.8,High income
Slovenia,2012,82.0,10.95,3283.024864,2,58.2,0.1,16.8,High income
Slovenia,2011,79.8,10.61,3343.0262190000008,22,57.6,0.1,17.0,High income
Slovenia,2010,79.5,10.32,3187.496219,2,57.0,0.1,16.9,High income
Slovenia,2009,79.1,10.52,3505.389434,0,56.4,0.1,16.9,High income
Slovenia,2008,78.9,10.94,392.95885360000005,0,55.8,0.1,16.9,High income
Slovenia,2007,78.3,11.02,3256.724028,0,55.2,0.1,16.8,High income
Slovenia,2006,78.1,12.26,2724.17807,0,54.7,0.1,16.7,High income
Slovenia,2005,77.5,11.14,2503.714258,0,54.1,0.1,16.3,High income
Slovenia,2004,77.2,10.0,235.3785281,0,53.5,0.1,16.6,High income
Slovenia,2003,76.5,11.58,203.3252124,0,52.9,0.1,16.1,High income
Slovenia,2002,76.6,9.29,1617.473418,0,52.3,0.1,15.6,High income
Slovenia,2001,76.2,10.8,196.3026243,0,51.8,0.1,14.7,High income
Slovenia,2000,76.0,11.9,161.4473853,0,51.2,0.1,14.6,High income
SolomonIslands,2014,68.8,0.01,3.718438799,0,49.7,0.1,9.6,Lower middle income
SolomonIslands,2013,68.8,0.01,24.73328608,0,48.9,0.1,9.5,Lower middle income
SolomonIslands,2012,68.7,0.01,247.9492284,0,48.1,0.1,9.4,Lower middle income
SolomonIslands,2011,68.5,0.99,229.6687488,0,47.2,0.1,9.4,Lower middle income
SolomonIslands,2010,68.3,1.1,29.5207994,0,46.4,0.1,9.3,Lower middle income
SolomonIslands,2009,68.1,1.21,244.3976438,0,45.5,0.1,9.3,Lower middle income
SolomonIslands,2008,68.0,1.09,19.74929219,0,44.7,0.1,9.2,Lower middle income
SolomonIslands,2007,67.6,0.85,28.90135229,0,43.8,0.1,9.0,Lower middle income
SolomonIslands,2006,67.6,0.99,240.4851202,0,43.0,0.1,8.4,Lower middle income
SolomonIslands,2005,67.4,0.9,25.31155956,0,42.1,0.1,8.3,Lower middle income
SolomonIslands,2004,67.1,1.18,195.5259417,0,41.3,0.1,8.1,Lower middle income
SolomonIslands,2003,66.8,1.18,16.83170578,0,4.4,0.1,8.0,Lower middle income
SolomonIslands,2002,66.5,1.08,156.2847968,0,39.6,0.1,7.3,Lower middle income
SolomonIslands,2001,66.2,0.7,325.1114746,0,38.7,0.1,6.6,Lower middle income
SolomonIslands,2000,65.8,0.71,4.24926073,0,37.9,0.1,7.2,Lower middle income
SouthAfrica,2014,62.0,7.38,922.0507313,66,5.3,3.7,13.0,Upper middle income
SouthAfrica,2013,69.0,7.34,978.5905287,25,49.5,4.5,12.8,Upper middle income
SouthAfrica,2012,59.2,7.38,1089.954838,32,48.7,7.6,12.8,Upper middle income
SouthAfrica,2011,58.9,7.38,123.753335,92,47.9,8.5,12.8,Upper middle income
SouthAfrica,2010,58.0,7.28,1038.885632,12499,47.2,11.0,12.8,Upper middle income
SouthAfrica,2009,56.5,7.6,782.5987144,5857,46.4,19.0,12.8,Upper middle income
SouthAfrica,2008,55.3,8.19,780.0336423,39,45.7,23.5,12.9,Upper middle income
SouthAfrica,2007,54.5,8.48,805.490079,31,45.0,26.4,12.9,Upper middle income
SouthAfrica,2006,54.0,8.5,732.1255305,81,44.3,28.1,12.9,Upper middle income
SouthAfrica,2005,53.8,8.69,709.3170967,615,43.6,29.5,12.9,Upper middle income
SouthAfrica,2004,53.7,6.96,622.043809,830,42.9,29.7,12.9,Upper middle income
SouthAfrica,2003,54.0,6.93,519.1563781000001,244,42.2,28.9,12.9,Upper middle income
SouthAfrica,2002,54.9,7.04,346.5316007,1043,41.6,26.6,12.9,Upper middle income
SouthAfrica,2001,56.0,7.38,365.2585722,1166,4.9,24.0,13.0,Upper middle income
SouthAfrica,2000,57.3,7.3,45.96380839,1459,4.1,21.3,13.0,Upper middle income
Spain,2014,82.6,0.01,42.98847625,154,66.0,0.1,17.6,High income
Spain,2013,82.4,9.25,423.680459,131,65.4,0.1,17.5,High income
Spain,2012,82.0,9.35,4255.781693,1204,64.8,0.1,17.2,High income
Spain,2011,82.1,9.62,4873.8188,3802,64.1,0.1,16.9,High income
Spain,2010,81.9,9.78,578.7417172,302,63.5,0.1,16.4,High income
Spain,2009,81.6,9.99,5047.254058,41,62.9,0.1,16.3,High income
Spain,2008,81.3,10.24,5596.535203,297,62.3,0.1,16.1,High income
Spain,2007,89.0,11.05,510.9327012,267,61.7,0.1,16.0,High income
Spain,2006,88.0,11.86,4460.390006000001,362,61.1,0.1,15.9,High income
Spain,2005,81.0,11.92,405.4475981,22,6.5,0.1,15.8,High income
Spain,2004,81.0,11.96,3715.370095,26,59.9,0.1,15.6,High income
Spain,2003,79.4,12.09,3205.019918,256,59.3,0.1,15.6,High income
Spain,2002,79.5,12.26,228.3543024,67,58.8,0.1,15.7,High income
Spain,2001,79.4,9.86,2044.169761,0,58.2,0.1,15.7,High income
Spain,2000,79.1,11.12,1934.398154,152,57.6,0.1,15.7,High income
SriLanka,2014,74.7,2.37,42.7308283,1686,22.7,0.1,14.0,Lower middle income
SriLanka,2013,74.6,2.56,41.62053588,2107,21.9,0.1,13.8,Lower middle income
SriLanka,2012,74.5,2.8,20.76877311,51,21.2,0.1,13.7,Lower middle income
SriLanka,2011,74.5,3.03,20.83302367,60,2.5,0.1,13.6,Lower middle income
SriLanka,2010,74.5,2.31,191.7267589,79,19.8,0.1,13.5,Lower middle income
SriLanka,2009,71.8,2.05,13.39092189,21,19.2,0.1,13.4,Lower middle income
SriLanka,2008,72.3,2.1,17.81424344,33,18.5,0.1,13.3,Lower middle income
SriLanka,2007,73.7,2.29,127.6377505,44,17.9,0.1,13.2,Lower middle income
SriLanka,2006,73.8,1.96,120.2471713,0,17.2,0.1,13.1,Lower middle income
SriLanka,2005,74.2,1.97,97.76637062,3,16.6,0.1,12.9,Lower middle income
SriLanka,2004,69.1,1.56,15.35342268,35,16.1,0.1,12.8,Lower middle income
SriLanka,2003,73.9,1.69,72.4280894,65,15.6,0.1,12.7,Lower middle income
SriLanka,2002,73.7,1.62,59.63595674,139,15.1,0.1,12.6,Lower middle income
SriLanka,2001,72.7,1.68,53.61278637,309,14.6,0.1,12.5,Lower middle income
SriLanka,2000,71.5,1.45,60.4909815,16527,14.1,0.1,12.4,Lower middle income
Suriname,2014,71.4,6.32,1132.432517,0,57.7,0.4,12.7,Upper middle income
Suriname,2013,71.2,6.02,1122.972967,0,57.0,0.4,12.7,Upper middle income
Suriname,2012,71.3,5.73,1168.324095,0,56.3,0.9,12.7,Upper middle income
Suriname,2011,76.0,5.64,989.1263558,0,55.5,0.1,12.5,Upper middle income
Suriname,2010,73.0,5.26,99.08095375,0,54.8,0.5,12.3,Upper middle income
Suriname,2009,70.0,5.13,885.0739766,0,54.1,0.6,12.1,Upper middle income
Suriname,2008,69.8,4.94,815.4355995,0,53.3,1.2,11.9,Upper middle income
Suriname,2007,69.5,4.72,685.0299083,0,52.6,0.8,11.7,Upper middle income
Suriname,2006,69.3,4.52,72.800168,0,51.8,0.6,11.5,Upper middle income
Suriname,2005,68.9,4.47,418.9206608,0,51.1,0.6,11.3,Upper middle income
Suriname,2004,68.3,4.55,4.23257668,0,5.4,0.9,11.1,Upper middle income
Suriname,2003,68.0,4.53,32.3662077,0,49.7,1.0,10.9,Upper middle income
Suriname,2002,67.9,4.41,250.7112373,0,49.0,1.6,11.0,Upper middle income
Suriname,2001,67.7,4.23,191.2135044,0,48.3,1.8,11.0,Upper middle income
Suriname,2000,67.4,4.29,268.1837972,0,47.6,0.4,11.1,Upper middle income
Eswatini,2014,58.4,0.01,574.3895102000001,0,31.8,7.3,11.4,Lower middle income
Eswatini,2013,57.6,0.01,708.9556647999998,0,31.2,9.8,11.4,Lower middle income
Eswatini,2012,56.5,0.01,720.2333928999999,0,3.7,12.2,11.3,Lower middle income
Eswatini,2011,55.0,5.2,735.7090977999999,0,3.2,15.7,11.2,Lower middle income
Eswatini,2010,53.6,4.93,56.93670561,313,29.7,21.6,11.0,Lower middle income
Eswatini,2009,52.6,4.9,47.6164523,26,29.3,33.7,10.8,Lower middle income
Eswatini,2008,51.4,4.87,413.0063027,1,28.9,40.2,10.6,Lower middle income
Eswatini,2007,50.0,5.55,43.3664999,0,28.5,40.7,10.5,Lower middle income
Eswatini,2006,47.8,5.53,437.0802438,0,28.2,43.7,9.9,Lower middle income
Eswatini,2005,46.0,5.08,372.1651473,0,27.8,49.1,9.7,Lower middle income
Eswatini,2004,45.6,5.78,37.43857664,0,27.4,50.3,9.4,Lower middle income
Eswatini,2003,45.9,5.65,2.819124474,350,27.1,50.6,9.1,Lower middle income
Eswatini,2002,46.4,5.52,131.0421269,37,26.7,49.9,9.2,Lower middle income
Eswatini,2001,47.1,6.72,143.6197316,49,26.3,48.8,9.3,Lower middle income
Eswatini,2000,48.4,7.19,25.21683318,10,25.9,46.4,9.4,Lower middle income
Sweden,2014,82.3,7.3,1142.212403,26,59.0,0.1,15.8,High income
Sweden,2013,81.9,7.3,1212.666327,51,58.5,0.1,15.8,High income
Sweden,2012,81.7,7.4,10947.02327,30,58.1,0.1,15.8,High income
Sweden,2011,81.7,7.4,11477.6671,26,57.7,0.1,16.0,High income
Sweden,2010,81.5,7.2,778.2477467,6,57.3,0.1,15.8,High income
Sweden,2009,81.4,7.3,682.1070607999999,3,56.9,0.1,15.8,High income
Sweden,2008,81.1,6.9,8105.590881999998,25,56.5,0.1,15.7,High income
Sweden,2007,89.0,6.9,7593.391622,1,56.1,0.1,15.8,High income
Sweden,2006,88.0,6.5,6369.516139,19,55.7,0.1,15.9,High income
Sweden,2005,85.0,6.5,599.0392403,13,55.3,0.1,16.0,High income
Sweden,2004,83.0,6.6,5793.363644,5,54.9,0.1,16.0,High income
Sweden,2003,82.0,6.9,5067.411418,3,54.4,0.1,15.9,High income
Sweden,2002,79.9,6.9,3998.0998700000014,9,53.9,0.1,15.9,High income
Sweden,2001,79.8,6.6,3554.5464340000008,5,53.4,0.1,15.9,High income
Sweden,2000,79.6,6.2,3689.7273,59,52.8,0.1,15.9,High income
Switzerland,2014,83.2,9.61,19479.91161,23,57.0,0.1,15.9,High income
Switzerland,2013,83.0,9.73,19099.04506,175,56.6,0.1,15.8,High income
Switzerland,2012,82.7,9.86,18379.32974,61,56.2,0.1,15.7,High income
Switzerland,2011,82.6,9.99,18822.86732,621,55.8,0.1,15.6,High income
Switzerland,2010,82.3,10.01,2198.590865,77,55.4,0.1,15.4,High income
Switzerland,2009,82.1,10.15,14714.82588,958,55.0,0.1,15.3,High income
Switzerland,2008,82.0,10.29,2084.255535,2022,54.6,0.1,15.3,High income
Switzerland,2007,81.7,10.44,11892.33429,1015,54.1,0.1,15.3,High income
Switzerland,2006,81.5,10.24,10598.08187,0,53.7,0.1,15.2,High income
Switzerland,2005,81.1,10.15,10055.34981,60,53.2,0.1,15.2,High income
Switzerland,2004,81.0,10.55,9495.540576,39,52.8,0.1,15.1,High income
Switzerland,2003,85.0,10.82,842.2768087000003,574,52.3,0.1,15.0,High income
Switzerland,2002,84.0,10.85,6853.628494,0,51.8,0.1,15.2,High income
Switzerland,2001,82.0,11.12,6478.346135,700,51.3,0.1,15.2,High income
Switzerland,2000,79.7,11.26,5834.582046,0,5.8,0.1,15.1,High income
SyrianArabRepublic,2014,64.4,0.01,0.0,594,56.2,0.1,9.0,Low income
SyrianArabRepublic,2013,63.6,0.01,0.0,740,55.2,0.1,13.0,Low income
SyrianArabRepublic,2012,62.8,0.01,0.0,13,54.2,0.1,12.5,Low income
SyrianArabRepublic,2011,71.7,0.76,0.0,13,53.2,0.1,12.0,Low income
SyrianArabRepublic,2010,73.7,0.78,0.0,26,52.3,0.1,11.7,Low income
SyrianArabRepublic,2009,73.8,0.81,0.0,22,51.3,0.1,11.8,Low income
SyrianArabRepublic,2008,73.8,0.8,0.0,19,5.4,0.1,11.6,Low income
SyrianArabRepublic,2007,73.8,0.83,17.98136184,403,49.4,0.1,11.5,Low income
SyrianArabRepublic,2006,73.7,0.97,122.6523334,517,48.5,0.1,11.4,Low income
SyrianArabRepublic,2005,73.5,0.92,116.2585943,375,47.6,0.1,11.0,Low income
SyrianArabRepublic,2004,73.2,0.93,10.21129783,189,46.8,0.1,10.6,Low income
SyrianArabRepublic,2003,73.0,1.29,94.75639211,801,46.0,0.1,10.3,Low income
SyrianArabRepublic,2002,72.8,1.25,91.70356833,538,45.3,0.1,10.2,Low income
SyrianArabRepublic,2001,72.7,1.29,93.50075111,290,44.6,0.1,10.1,Low income
SyrianArabRepublic,2000,72.6,1.41,81.72747120000002,146,43.9,0.1,10.0,Low income
Tajikistan,2014,69.6,0.01,7.829008596,0,39.9,0.2,11.3,Low income
Tajikistan,2013,69.3,0.01,1.0419164,1,39.0,0.2,11.2,Low income
Tajikistan,2012,68.8,0.01,71.50892145,16,38.2,0.2,11.1,Low income
Tajikistan,2011,68.1,0.32,51.9919227,1,37.4,0.2,11.1,Low income
Tajikistan,2010,67.3,0.32,43.34099958,0,36.6,0.2,11.1,Low income
Tajikistan,2009,66.7,0.3,35.71613793,0,35.9,0.2,11.1,Low income
Tajikistan,2008,66.4,0.32,4.153362912,0,35.3,0.3,10.8,Low income
Tajikistan,2007,66.1,0.35,2.272404904,2,34.7,0.3,10.9,Low income
Tajikistan,2006,65.9,0.38,2.6262349030000003,3,34.1,0.3,10.7,Low income
